Unnamed: 0,chromosome_id,accession,taxid,species_long_name,lineage,lineage_names,lineage_ranks,rank_dict,lineage_names_dict
306,NZ_CP093380.1,GCF_022655485.1,37919,ALL_Rhodococcus_opacus_strain_S8_NZ_CP093380,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 37919]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1827: 'Rhodococcus', 37919: 'Rhodococcus opacus', 85007: 'Mycobacteriales', 85025: 'Nocardiaceae', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1827: 'genus', 37919: 'species', 85007: 'order', 85025: 'family', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'genus': '1827', 'species': '37919', 'order': '85007', 'family': '85025', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1827': 'Rhodococcus', '37919': 'Rhodococcus opacus', '85007': 'Mycobacteriales', '85025': 'Nocardiaceae', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
307,NZ_FNTL01000001.1,GCF_900105375.1,132919,Rhodococcus_jostii_strain_DSM_44719_NZ_FNTL01000001,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 132919]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1827: 'Rhodococcus', 85007: 'Mycobacteriales', 85025: 'Nocardiaceae', 131567: 'cellular organisms', 132919: 'Rhodococcus jostii', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1827: 'genus', 85007: 'order', 85025: 'family', 131567: 'no rank', 132919: 'species', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'genus': '1827', 'order': '85007', 'family': '85025', 'species': '132919', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1827': 'Rhodococcus', '85007': 'Mycobacteriales', '85025': 'Nocardiaceae', '131567': 'cellular organisms', '132919': 'Rhodococcus jostii', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
308,NZ_CP021354.1,GCF_003130705.1,1990687,ALL_Rhodococcus_oxybenzonivorans_strain_S2_17_NZ_CP021354,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 1990687]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1827: 'Rhodococcus', 85007: 'Mycobacteriales', 85025: 'Nocardiaceae', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group', 1990687: 'Rhodococcus oxybenzonivorans'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1827: 'genus', 85007: 'order', 85025: 'family', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade', 1990687: 'species'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'genus': '1827', 'order': '85007', 'family': '85025', 'phylum': '201174', 'clade': '1783272', 'species': '1990687'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1827': 'Rhodococcus', '85007': 'Mycobacteriales', '85025': 'Nocardiaceae', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group', '1990687': 'Rhodococcus oxybenzonivorans'}"
309,NZ_AP023172.1,GCF_015099595.1,334542,ALL_Rhodococcus_qingshengii_strain_CS98_NZ_AP023172,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 2840174, 334542]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1827: 'Rhodococcus', 85007: 'Mycobacteriales', 85025: 'Nocardiaceae', 131567: 'cellular organisms', 201174: 'Actinomycetota', 334542: 'Rhodococcus qingshengii', 1783272: 'Terrabacteria group', 2840174: 'Rhodococcus erythropolis group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1827: 'genus', 85007: 'order', 85025: 'family', 131567: 'no rank', 201174: 'phylum', 334542: 'species', 1783272: 'clade', 2840174: 'species group'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'genus': '1827', 'order': '85007', 'family': '85025', 'phylum': '201174', 'species': '334542', 'clade': '1783272', 'species group': '2840174'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1827': 'Rhodococcus', '85007': 'Mycobacteriales', '85025': 'Nocardiaceae', '131567': 'cellular organisms', '201174': 'Actinomycetota', '334542': 'Rhodococcus qingshengii', '1783272': 'Terrabacteria group', '2840174': 'Rhodococcus erythropolis group'}"
310,NZ_CP106982.1,GCF_025722975.1,191292,ALL_Rhodococcus_aetherivorans_strain_N1_NZ_CP106982,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 191292]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1827: 'Rhodococcus', 85007: 'Mycobacteriales', 85025: 'Nocardiaceae', 131567: 'cellular organisms', 191292: 'Rhodococcus aetherivorans', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1827: 'genus', 85007: 'order', 85025: 'family', 131567: 'no rank', 191292: 'species', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'genus': '1827', 'order': '85007', 'family': '85025', 'species': '191292', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1827': 'Rhodococcus', '85007': 'Mycobacteriales', '85025': 'Nocardiaceae', '131567': 'cellular organisms', '191292': 'Rhodococcus aetherivorans', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
311,NZ_CP044211.1,GCF_016804345.1,1830,ALL_Rhodococcus_ruber_strain_C1_NZ_CP044211,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 1830]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1827: 'Rhodococcus', 1830: 'Rhodococcus ruber', 85007: 'Mycobacteriales', 85025: 'Nocardiaceae', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1827: 'genus', 1830: 'species', 85007: 'order', 85025: 'family', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'genus': '1827', 'species': '1830', 'order': '85007', 'family': '85025', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1827': 'Rhodococcus', '1830': 'Rhodococcus ruber', '85007': 'Mycobacteriales', '85025': 'Nocardiaceae', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
312,NZ_CP120356.1,GCF_029457455.1,1829,ALL_Rhodococcus_rhodochrous_strain_LH_B3_NZ_CP120356,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 1829]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1827: 'Rhodococcus', 1829: 'Rhodococcus rhodochrous', 85007: 'Mycobacteriales', 85025: 'Nocardiaceae', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1827: 'genus', 1829: 'species', 85007: 'order', 85025: 'family', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'genus': '1827', 'species': '1829', 'order': '85007', 'family': '85025', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1827': 'Rhodococcus', '1829': 'Rhodococcus rhodochrous', '85007': 'Mycobacteriales', '85025': 'Nocardiaceae', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
313,NZ_CP016819.1,GCF_000763325.2,935199,ALL_Rhodococcus_sp_p52_NZ_CP016819,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 85025, 1827, 192944, 935199]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1827: 'Rhodococcus', 85007: 'Mycobacteriales', 85025: 'Nocardiaceae', 131567: 'cellular organisms', 192944: 'unclassified Rhodococcus (in: high G+C Gram-positive bacteria)', 201174: 'Actinomycetota', 935199: 'Rhodococcus sp. p52', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1827: 'genus', 85007: 'order', 85025: 'family', 131567: 'no rank', 192944: 'no rank', 201174: 'phylum', 935199: 'species', 1783272: 'clade'}","{'no rank': '192944', 'superkingdom': '2', 'class': '1760', 'genus': '1827', 'order': '85007', 'family': '85025', 'phylum': '201174', 'species': '935199', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1827': 'Rhodococcus', '85007': 'Mycobacteriales', '85025': 'Nocardiaceae', '131567': 'cellular organisms', '192944': 'unclassified Rhodococcus (in: high G+C Gram-positive bacteria)', '201174': 'Actinomycetota', '935199': 'Rhodococcus sp. p52', '1783272': 'Terrabacteria group'}"
314,NZ_CP085200.1,GCF_020616615.1,1809,ALL_Mycobacterium_ulcerans_strain_JKD8049_NZ_CP085200,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 2993898, 1809]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1762: 'Mycobacteriaceae', 1763: 'Mycobacterium', 1809: 'Mycobacterium ulcerans', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group', 2993898: 'Mycobacterium ulcerans group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1762: 'family', 1763: 'genus', 1809: 'species', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade', 2993898: 'species group'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'family': '1762', 'genus': '1763', 'species': '1809', 'order': '85007', 'phylum': '201174', 'clade': '1783272', 'species group': '2993898'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1762': 'Mycobacteriaceae', '1763': 'Mycobacterium', '1809': 'Mycobacterium ulcerans', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group', '2993898': 'Mycobacterium ulcerans group'}"
315,NZ_CP118910.1,GCF_028451225.2,1781,Mycobacterium_marinum_strain_050012_NZ_CP118910,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 2993898, 1781]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1762: 'Mycobacteriaceae', 1763: 'Mycobacterium', 1781: 'Mycobacterium marinum', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group', 2993898: 'Mycobacterium ulcerans group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1762: 'family', 1763: 'genus', 1781: 'species', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade', 2993898: 'species group'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'family': '1762', 'genus': '1763', 'species': '1781', 'order': '85007', 'phylum': '201174', 'clade': '1783272', 'species group': '2993898'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1762': 'Mycobacteriaceae', '1763': 'Mycobacterium', '1781': 'Mycobacterium marinum', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group', '2993898': 'Mycobacterium ulcerans group'}"
316,NZ_OU917819.1,GCF_918428045.1,78331,Mycobacterium_canetti_strain_Percy1130_chromosome_McanPercy1130_NZ_OU917819,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 77643, 78331]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1762: 'Mycobacteriaceae', 1763: 'Mycobacterium', 77643: 'Mycobacterium tuberculosis complex', 78331: 'Mycobacterium canetti', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1762: 'family', 1763: 'genus', 77643: 'species group', 78331: 'species', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'family': '1762', 'genus': '1763', 'species group': '77643', 'species': '78331', 'order': '85007', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1762': 'Mycobacteriaceae', '1763': 'Mycobacterium', '77643': 'Mycobacterium tuberculosis complex', '78331': 'Mycobacterium canetti', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
317,NZ_CP023602.1,GCF_002447455.1,1773,Mycobacterium_tuberculosis_strain_LE13_NZ_CP023602,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1763, 77643, 1773]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1762: 'Mycobacteriaceae', 1763: 'Mycobacterium', 1773: 'Mycobacterium tuberculosis', 77643: 'Mycobacterium tuberculosis complex', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1762: 'family', 1763: 'genus', 1773: 'species', 77643: 'species group', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'family': '1762', 'genus': '1763', 'species': '1773', 'species group': '77643', 'order': '85007', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1762': 'Mycobacteriaceae', '1763': 'Mycobacterium', '1773': 'Mycobacterium tuberculosis', '77643': 'Mycobacterium tuberculosis complex', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
318,NZ_CP034181.1,GCF_004028015.1,36809,ALL_Mycobacteroides_abscessus_strain_GZ002_NZ_CP034181,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 36809]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1762: 'Mycobacteriaceae', 36809: 'Mycobacteroides abscessus', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 670516: 'Mycobacteroides', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1762: 'family', 36809: 'species', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 670516: 'genus', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'family': '1762', 'species': '36809', 'order': '85007', 'phylum': '201174', 'genus': '670516', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1762': 'Mycobacteriaceae', '36809': 'Mycobacteroides abscessus', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '670516': 'Mycobacteroides', '1783272': 'Terrabacteria group'}"
319,NZ_CP058976.1,GCF_021729805.1,1774,Mycobacteroides_chelonae_strain_MCHE08_NZ_CP058976,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 670516, 1774]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1762: 'Mycobacteriaceae', 1774: 'Mycobacteroides chelonae', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 670516: 'Mycobacteroides', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1762: 'family', 1774: 'species', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 670516: 'genus', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'family': '1762', 'species': '1774', 'order': '85007', 'phylum': '201174', 'genus': '670516', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1762': 'Mycobacteriaceae', '1774': 'Mycobacteroides chelonae', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '670516': 'Mycobacteroides', '1783272': 'Terrabacteria group'}"
320,NZ_CP054795.1,GCF_013349145.1,1772,ALL_Mycolicibacterium_smegmatis_strain_FDAARGOS_679_NZ_CP054795,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1866885, 1772]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1762: 'Mycobacteriaceae', 1772: 'Mycolicibacterium smegmatis', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group', 1866885: 'Mycolicibacterium'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1762: 'family', 1772: 'species', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade', 1866885: 'genus'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'family': '1762', 'species': '1772', 'order': '85007', 'phylum': '201174', 'clade': '1783272', 'genus': '1866885'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1762': 'Mycobacteriaceae', '1772': 'Mycolicibacterium smegmatis', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group', '1866885': 'Mycolicibacterium'}"
321,NZ_CP107719.1,GCF_027570695.1,1766,Mycolicibacterium_fortuitum_strain_MF_GZ001_NZ_CP107719,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1866885, 1766]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1762: 'Mycobacteriaceae', 1766: 'Mycolicibacterium fortuitum', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group', 1866885: 'Mycolicibacterium'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1762: 'family', 1766: 'species', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade', 1866885: 'genus'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'family': '1762', 'species': '1766', 'order': '85007', 'phylum': '201174', 'clade': '1783272', 'genus': '1866885'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1762': 'Mycobacteriaceae', '1766': 'Mycolicibacterium fortuitum', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group', '1866885': 'Mycolicibacterium'}"
322,NZ_LQPC01000082.1,GCF_002101705.1,912594,Mycolicibacterium_iranicum_strain_DSM_45541_NZ_LQPC01000082,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1762, 1866885, 912594]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1762: 'Mycobacteriaceae', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 912594: 'Mycolicibacterium iranicum', 1783272: 'Terrabacteria group', 1866885: 'Mycolicibacterium'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1762: 'family', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 912594: 'species', 1783272: 'clade', 1866885: 'genus'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'family': '1762', 'order': '85007', 'phylum': '201174', 'species': '912594', 'clade': '1783272', 'genus': '1866885'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1762': 'Mycobacteriaceae', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '912594': 'Mycolicibacterium iranicum', '1783272': 'Terrabacteria group', '1866885': 'Mycolicibacterium'}"
323,NZ_NTGA01000099.1,GCF_002289575.1,161920,Dietzia_natronolimnaea_strain_S_XJ_1_NZ_NTGA01000099,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 85029, 37914, 161920]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 37914: 'Dietzia', 85007: 'Mycobacteriales', 85029: 'Dietziaceae', 131567: 'cellular organisms', 161920: 'Dietzia natronolimnaea', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 37914: 'genus', 85007: 'order', 85029: 'family', 131567: 'no rank', 161920: 'species', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'genus': '37914', 'order': '85007', 'family': '85029', 'species': '161920', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '37914': 'Dietzia', '85007': 'Mycobacteriales', '85029': 'Dietziaceae', '131567': 'cellular organisms', '161920': 'Dietzia natronolimnaea', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
324,NZ_CP029644.1,GCF_003194045.1,1717,Corynebacterium_diphtheriae_strain_BQ11_NZ_CP029644,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1653, 1716, 1717]","{1: 'root', 2: 'Bacteria', 1653: 'Corynebacteriaceae', 1716: 'Corynebacterium', 1717: 'Corynebacterium diphtheriae', 1760: 'Actinomycetes', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1653: 'family', 1716: 'genus', 1717: 'species', 1760: 'class', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'family': '1653', 'genus': '1716', 'species': '1717', 'class': '1760', 'order': '85007', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1653': 'Corynebacteriaceae', '1716': 'Corynebacterium', '1717': 'Corynebacterium diphtheriae', '1760': 'Actinomycetes', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
325,NZ_CP115148.1,GCF_027569975.1,1718,Corynebacterium_glutamicum_strain_ATCC_13032_NZ_CP115148,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1653, 1716, 1718]","{1: 'root', 2: 'Bacteria', 1653: 'Corynebacteriaceae', 1716: 'Corynebacterium', 1718: 'Corynebacterium glutamicum', 1760: 'Actinomycetes', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1653: 'family', 1716: 'genus', 1718: 'species', 1760: 'class', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'family': '1653', 'genus': '1716', 'species': '1718', 'class': '1760', 'order': '85007', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1653': 'Corynebacteriaceae', '1716': 'Corynebacterium', '1718': 'Corynebacterium glutamicum', '1760': 'Actinomycetes', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
326,NZ_CP063195.1,GCF_028609885.1,38289,Corynebacterium_jeikeium_strain_DSM_7171_NZ_CP063195,"[1, 131567, 2, 1783272, 201174, 1760, 85007, 1653, 1716, 38289]","{1: 'root', 2: 'Bacteria', 1653: 'Corynebacteriaceae', 1716: 'Corynebacterium', 1760: 'Actinomycetes', 38289: 'Corynebacterium jeikeium', 85007: 'Mycobacteriales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1653: 'family', 1716: 'genus', 1760: 'class', 38289: 'species', 85007: 'order', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'family': '1653', 'genus': '1716', 'class': '1760', 'species': '38289', 'order': '85007', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1653': 'Corynebacteriaceae', '1716': 'Corynebacterium', '1760': 'Actinomycetes', '38289': 'Corynebacterium jeikeium', '85007': 'Mycobacteriales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
327,NZ_CP023445.1,GCF_002354875.1,42197,Actinosynnema_pretiosum_strain_X47_NZ_CP023445,"[1, 131567, 2, 1783272, 201174, 1760, 85010, 2070, 40566, 42197]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 2070: 'Pseudonocardiaceae', 40566: 'Actinosynnema', 42197: 'Actinosynnema pretiosum', 85010: 'Pseudonocardiales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 2070: 'family', 40566: 'genus', 42197: 'species', 85010: 'order', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'family': '2070', 'genus': '40566', 'species': '42197', 'order': '85010', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '2070': 'Pseudonocardiaceae', '40566': 'Actinosynnema', '42197': 'Actinosynnema pretiosum', '85010': 'Pseudonocardiales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
328,NZ_CP054839.1,GCF_018141105.1,1836,Saccharopolyspora_erythraea_strain_SCSIO_07745_NZ_CP054839,"[1, 131567, 2, 1783272, 201174, 1760, 85010, 2070, 1835, 1836]","{1: 'root', 2: 'Bacteria', 1760: 'Actinomycetes', 1835: 'Saccharopolyspora', 1836: 'Saccharopolyspora erythraea', 2070: 'Pseudonocardiaceae', 85010: 'Pseudonocardiales', 131567: 'cellular organisms', 201174: 'Actinomycetota', 1783272: 'Terrabacteria group'}","{1: 'no rank', 2: 'superkingdom', 1760: 'class', 1835: 'genus', 1836: 'species', 2070: 'family', 85010: 'order', 131567: 'no rank', 201174: 'phylum', 1783272: 'clade'}","{'no rank': '131567', 'superkingdom': '2', 'class': '1760', 'genus': '1835', 'species': '1836', 'family': '2070', 'order': '85010', 'phylum': '201174', 'clade': '1783272'}","{'1': 'root', '2': 'Bacteria', '1760': 'Actinomycetes', '1835': 'Saccharopolyspora', '1836': 'Saccharopolyspora erythraea', '2070': 'Pseudonocardiaceae', '85010': 'Pseudonocardiales', '131567': 'cellular organisms', '201174': 'Actinomycetota', '1783272': 'Terrabacteria group'}"
